locus_tag	ftype	length_bp	gene	EC_number	COG	product
PL25_00356	CDS	1431				hypothetical protein
PL25_00357	gene	351	yflT			
PL25_00357	CDS	351	yflT			General stress protein 17M
PL25_00358	gene	570	thiT			
PL25_00358	CDS	570	thiT		COG3859	Thiamine transporter ThiT
PL25_00359	gene	103				
PL25_00359	misc_RNA	103				TPP
PL25_00360	gene	1785	pepF1			
PL25_00360	CDS	1785	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
PL25_00361	gene	258				
PL25_00361	CDS	258				hypothetical protein
PL25_00362	gene	537				
PL25_00362	CDS	537				hypothetical protein
PL25_00363	gene	2028	fpuB			
PL25_00363	CDS	2028	fpuB			Petrobactin import system permease protein FpuB
PL25_00364	gene	999	fpuA_1			
PL25_00364	CDS	999	fpuA_1			Petrobactin-binding protein FpuA
PL25_00365	gene	864				
PL25_00365	CDS	864				hypothetical protein
PL25_00366	gene	156				
PL25_00366	CDS	156				hypothetical protein
PL25_00367	gene	102				
PL25_00367	CDS	102				hypothetical protein
PL25_00368	gene	1215				
PL25_00368	CDS	1215		1.6.5.9	COG1252	Type II NADH:quinone oxidoreductase
PL25_00369	gene	504	fadD3_1			
PL25_00369	CDS	504	fadD3_1	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
PL25_00370	gene	136				
PL25_00370	misc_RNA	136				PyrR
PL25_00371	gene	1284				
PL25_00371	CDS	1284				Uracil permease
PL25_00372	gene	729	nhaG			
PL25_00372	CDS	729	nhaG			Na(+)/H(+) antiporter NhaG
PL25_00373	gene	1356				
PL25_00373	CDS	1356				IS1182 family transposase IS656
PL25_00374	gene	330				
PL25_00374	CDS	330				hypothetical protein
PL25_00375	gene	216				
PL25_00375	CDS	216				hypothetical protein
PL25_00376	gene	1482	dacC_1			
PL25_00376	CDS	1482	dacC_1	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacC
PL25_00377	gene	1629				
PL25_00377	CDS	1629				hypothetical protein
PL25_00378	gene	615				
PL25_00378	CDS	615				hypothetical protein
PL25_00379	gene	903				
PL25_00379	CDS	903				hypothetical protein
PL25_00380	gene	1251	dinB_1			
PL25_00380	CDS	1251	dinB_1	2.7.7.7		DNA polymerase IV
PL25_00381	gene	933	iolS			
PL25_00381	CDS	933	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
PL25_00382	gene	1203	deoB_1			
PL25_00382	CDS	1203	deoB_1	5.4.2.7		Phosphopentomutase
PL25_00383	gene	1161	yhfX			
PL25_00383	CDS	1161	yhfX		COG3457	putative protein YhfX
PL25_00384	gene	1125	yhfS			
PL25_00384	CDS	1125	yhfS		COG0626	putative protein YhfS
PL25_00385	gene	915	php			
PL25_00385	CDS	915	php	3.1.-.-	COG1735	Phosphotriesterase homology protein
PL25_00386	gene	1290				
PL25_00386	CDS	1290				hypothetical protein
PL25_00387	gene	360				
PL25_00387	CDS	360				hypothetical protein
PL25_00388	gene	381				
PL25_00388	CDS	381				hypothetical protein
PL25_00389	gene	933				
PL25_00389	CDS	933				hypothetical protein
PL25_00390	gene	1569				
PL25_00390	CDS	1569				hypothetical protein
PL25_00391	gene	879	dpaA_1			
PL25_00391	CDS	879	dpaA_1	1.3.1.-	COG1052	Dipicolinate synthase subunit A
PL25_00392	gene	372				
PL25_00392	CDS	372				hypothetical protein
PL25_00393	gene	753	cpnA_1			
PL25_00393	CDS	753	cpnA_1	1.1.1.163		Cyclopentanol dehydrogenase
PL25_00394	gene	654				
PL25_00394	CDS	654				hypothetical protein
PL25_00395	gene	1065				
PL25_00395	CDS	1065		1.1.1.93		Tartrate dehydrogenase/decarboxylase
PL25_00396	gene	270				
PL25_00396	CDS	270				hypothetical protein
PL25_00397	gene	132				
PL25_00397	CDS	132				hypothetical protein
PL25_00398	gene	708	bioC_1			
PL25_00398	CDS	708	bioC_1	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
PL25_00399	gene	792				
PL25_00399	CDS	792				hypothetical protein
PL25_00400	gene	450				
PL25_00400	CDS	450				hypothetical protein
PL25_00401	gene	2796				
PL25_00401	CDS	2796				hypothetical protein
PL25_00402	gene	4404	eccC			
PL25_00402	CDS	4404	eccC		COG1674	ESX secretion system protein EccC
PL25_00403	gene	1224	yukC			
PL25_00403	CDS	1224	yukC		COG4499	ESX secretion system protein YukC
PL25_00404	gene	240	yukD			
PL25_00404	CDS	240	yukD		COG5417	ESX secretion system protein YukD
PL25_00405	gene	294	yukE			
PL25_00405	CDS	294	yukE		COG4842	Protein YukE
PL25_00406	gene	255				
PL25_00406	CDS	255				hypothetical protein
PL25_00407	gene	102				
PL25_00407	CDS	102				hypothetical protein
PL25_00408	gene	150				
PL25_00408	CDS	150				hypothetical protein
PL25_00409	gene	1242				
PL25_00409	CDS	1242				IS1182 family transposase IS663
PL25_00410	gene	2727				
PL25_00410	CDS	2727				hypothetical protein
PL25_00411	gene	222				
PL25_00411	CDS	222				hypothetical protein
PL25_00412	gene	129				
PL25_00412	CDS	129				hypothetical protein
PL25_00413	gene	336				
PL25_00413	CDS	336				hypothetical protein
PL25_00414	gene	486				
PL25_00414	CDS	486				hypothetical protein
PL25_00415	gene	1128				
PL25_00415	CDS	1128				hypothetical protein
PL25_00416	gene	546	nfeD2			
PL25_00416	CDS	546	nfeD2		COG1585	Membrane protein NfeD2
PL25_00417	gene	1548	floT			
PL25_00417	CDS	1548	floT		COG2268	Flotillin-like protein FloT
PL25_00418	gene	714	bioC_2			
PL25_00418	CDS	714	bioC_2	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
PL25_00419	gene	558				
PL25_00419	CDS	558				hypothetical protein
PL25_00420	gene	543				
PL25_00420	CDS	543				hypothetical protein
PL25_00421	gene	783				
PL25_00421	CDS	783				hypothetical protein
PL25_00422	gene	588	cutR			
PL25_00422	CDS	588	cutR		COG1349	HTH-type transcriptional repressor CutR
PL25_00423	gene	798				
PL25_00423	CDS	798				hypothetical protein
PL25_00424	gene	867	hdha			
PL25_00424	CDS	867	hdha	1.1.1.-		7alpha-hydroxysteroid dehydrogenase
PL25_00425	gene	1092				
PL25_00425	CDS	1092				hypothetical protein
PL25_00426	gene	1458	gerXA			
PL25_00426	CDS	1458	gerXA			Spore germination protein XA
PL25_00427	gene	1131				
PL25_00427	CDS	1131				hypothetical protein
PL25_00428	gene	138				
PL25_00428	CDS	138				hypothetical protein
PL25_00429	gene	774				
PL25_00429	CDS	774				hypothetical protein
PL25_00430	gene	546	ydaF			
PL25_00430	CDS	546	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
PL25_00431	gene	774	bioC_3			
PL25_00431	CDS	774	bioC_3	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
PL25_00432	gene	990	cotA_1			
PL25_00432	CDS	990	cotA_1	1.10.3.2	COG2132	Laccase
PL25_00433	gene	234	cotA_2			
PL25_00433	CDS	234	cotA_2	1.10.3.2	COG2132	Laccase
PL25_00434	gene	684				
PL25_00434	CDS	684				hypothetical protein
PL25_00435	gene	1374	phoB			
PL25_00435	CDS	1374	phoB	3.1.3.1	COG1785	Alkaline phosphatase 3
PL25_00436	gene	1254	tsuA			
PL25_00436	CDS	1254	tsuA		COG2391	Thiosulfate transporter TsuA
PL25_00437	gene	138				
PL25_00437	CDS	138				hypothetical protein
PL25_00438	gene	1050				
PL25_00438	CDS	1050				hypothetical protein
PL25_00439	gene	519				
PL25_00439	CDS	519				hypothetical protein
PL25_00440	gene	1293				
PL25_00440	CDS	1293				hypothetical protein
PL25_00441	gene	690	cutC			
PL25_00441	CDS	690	cutC			PF03932 family protein CutC
PL25_00442	gene	1389	pepA			
PL25_00442	CDS	1389	pepA	3.4.11.1	COG0260	putative cytosol aminopeptidase
PL25_00443	gene	972	dppF_1			
PL25_00443	CDS	972	dppF_1	7.4.2.9	COG4608	Dipeptide transport ATP-binding protein DppF
PL25_00444	gene	987	oppD_1			
PL25_00444	CDS	987	oppD_1	7.4.2.6	COG0444	Oligopeptide transport ATP-binding protein OppD
PL25_00445	gene	888	gsiD_1			
PL25_00445	CDS	888	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
PL25_00446	gene	921	gsiC_1			
PL25_00446	CDS	921	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
PL25_00447	gene	1566	gsiB			
PL25_00447	CDS	1566	gsiB		COG0747	Glutathione-binding protein GsiB
PL25_00448	gene	996				
PL25_00448	CDS	996				hypothetical protein
PL25_00449	gene	1170	nagC_1			
PL25_00449	CDS	1170	nagC_1		COG1846	DNA-binding transcriptional dual regulator NagC
PL25_00450	gene	104				
PL25_00450	misc_RNA	104				SAM
PL25_00451	gene	1116	metI			
PL25_00451	CDS	1116	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
PL25_00452	gene	612	pabA_1			
PL25_00452	CDS	612	pabA_1	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
PL25_00453	gene	1752	menF			
PL25_00453	CDS	1752	menF	5.4.4.2		Isochorismate synthase MenF
PL25_00454	gene	813				
PL25_00454	CDS	813			COG0428	Zinc transporter ZIPB
PL25_00455	gene	1461	katA_1			
PL25_00455	CDS	1461	katA_1	1.11.1.6	COG0753	Vegetative catalase
PL25_00456	gene	789				
PL25_00456	CDS	789				hypothetical protein
PL25_00457	gene	228	tusA			
PL25_00457	CDS	228	tusA		COG0425	Sulfur carrier protein TusA
PL25_00458	gene	1131	gloB_1			
PL25_00458	CDS	1131	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
PL25_00459	gene	399	dsrE2_1			
PL25_00459	CDS	399	dsrE2_1		COG2210	Sulfur carrier protein DsrE2
PL25_00460	gene	573	glpE_1			
PL25_00460	CDS	573	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
PL25_00461	gene	300				
PL25_00461	CDS	300		2.8.1.-	COG0607	Sulfurtransferase
PL25_00462	gene	480	dsrE2_2			
PL25_00462	CDS	480	dsrE2_2		COG2210	Sulfur carrier protein DsrE2
PL25_00463	gene	261	ricR_1			
PL25_00463	CDS	261	ricR_1		COG1937	Copper-sensing transcriptional repressor RicR
PL25_00464	gene	342				
PL25_00464	CDS	342				hypothetical protein
PL25_00465	gene	312				
PL25_00465	CDS	312				hypothetical protein
PL25_00466	gene	627				
PL25_00466	CDS	627				hypothetical protein
PL25_00467	gene	390				
PL25_00467	CDS	390				hypothetical protein
PL25_00468	gene	1029	splB			
PL25_00468	CDS	1029	splB	4.1.99.14	COG1533	Spore photoproduct lyase
PL25_00469	gene	243				
PL25_00469	CDS	243				hypothetical protein
PL25_00470	gene	1095	xylB_1			
PL25_00470	CDS	1095	xylB_1	1.1.1.90		Aryl-alcohol dehydrogenase
PL25_00471	gene	723				
PL25_00471	CDS	723				hypothetical protein
PL25_00472	gene	825				
PL25_00472	CDS	825				hypothetical protein
PL25_00473	gene	1227				
PL25_00473	CDS	1227				hypothetical protein
PL25_00474	gene	165				
PL25_00474	CDS	165				hypothetical protein
PL25_00475	gene	1212				
PL25_00475	CDS	1212				hypothetical protein
PL25_00476	gene	1215				
PL25_00476	CDS	1215				hypothetical protein
PL25_00477	gene	753				
PL25_00477	CDS	753				hypothetical protein
PL25_00478	gene	837	lpxG_2			
PL25_00478	CDS	837	lpxG_2	3.6.1.-		UDP-2,3-diacylglucosamine pyrophosphatase LpxG
PL25_00479	gene	540				
PL25_00479	CDS	540				hypothetical protein
PL25_00480	gene	327	ebrA			
PL25_00480	CDS	327	ebrA			Multidrug resistance protein EbrA
PL25_00481	gene	351	ebrB_1			
PL25_00481	CDS	351	ebrB_1			Multidrug resistance protein EbrB
PL25_00482	gene	696				
PL25_00482	CDS	696		3.1.3.3		Phosphoserine phosphatase
PL25_00483	gene	471	mshD_1			
PL25_00483	CDS	471	mshD_1	2.3.1.189		Mycothiol acetyltransferase
PL25_00484	gene	471	yqjY			
PL25_00484	CDS	471	yqjY		COG0456	putative protein YqjY
PL25_00485	gene	387	ectC			
PL25_00485	CDS	387	ectC	4.2.1.108		L-ectoine synthase
PL25_00486	gene	1275	ectB			
PL25_00486	CDS	1275	ectB	2.6.1.76		Diaminobutyrate--2-oxoglutarate transaminase
PL25_00487	gene	480	ectA			
PL25_00487	CDS	480	ectA	2.3.1.178		L-2,4-diaminobutyric acid acetyltransferase
PL25_00488	gene	1266	hutI_1			
PL25_00488	CDS	1266	hutI_1	3.5.2.7		Imidazolonepropionase
PL25_00489	gene	1161				
PL25_00489	CDS	1161				hypothetical protein
PL25_00490	gene	420				
PL25_00490	CDS	420				hypothetical protein
PL25_00491	gene	966	panS			
PL25_00491	CDS	966	panS			Pantothenate precursors transporter PanS
PL25_00492	gene	252				
PL25_00492	CDS	252				hypothetical protein
PL25_00493	gene	732	feoB_1			
PL25_00493	CDS	732	feoB_1		COG0370	Fe(2+) transporter FeoB
PL25_00494	gene	1401	feoB_2			
PL25_00494	CDS	1401	feoB_2		COG0370	Fe(2+) transporter FeoB
PL25_00495	gene	726				
PL25_00495	CDS	726				hypothetical protein
PL25_00496	gene	135				
PL25_00496	CDS	135				hypothetical protein
PL25_00497	gene	108				
PL25_00497	CDS	108				hypothetical protein
PL25_00498	gene	270				
PL25_00498	CDS	270				hypothetical protein
PL25_00499	gene	1362	ulaA_1			
PL25_00499	CDS	1362	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
PL25_00500	gene	267	ulaB			
PL25_00500	CDS	267	ulaB	2.7.1.194		Ascorbate-specific PTS system EIIB component
PL25_00501	gene	2112				
PL25_00501	CDS	2112				hypothetical protein
PL25_00502	gene	633				
PL25_00502	CDS	633				hypothetical protein
PL25_00503	gene	945	msrR			
PL25_00503	CDS	945	msrR		COG1316	Regulatory protein MsrR
PL25_00504	gene	105				
PL25_00504	CDS	105				hypothetical protein
PL25_00505	gene	192				
PL25_00505	CDS	192				hypothetical protein
PL25_00506	gene	804	mtnU			
PL25_00506	CDS	804	mtnU	3.5.1.111	COG0388	2-oxoglutaramate amidase
PL25_00507	gene	939	mhqO			
PL25_00507	CDS	939	mhqO	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
PL25_00508	gene	1692	dppA_1			
PL25_00508	CDS	1692	dppA_1		COG4166	Dipeptide-binding protein
PL25_00509	gene	147				
PL25_00509	CDS	147				hypothetical protein
PL25_00510	gene	1179	yhhS			
PL25_00510	CDS	1179	yhhS		COG0477	putative MFS-type transporter YhhS
PL25_00511	gene	1179	mvaS			
PL25_00511	CDS	1179	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
PL25_00512	gene	1116	spoVE_1			
PL25_00512	CDS	1116	spoVE_1		COG0772	Stage V sporulation protein E
PL25_00513	gene	1038	rodA_1			
PL25_00513	CDS	1038	rodA_1	2.4.99.28	COG0772	Peptidoglycan glycosyltransferase RodA
PL25_00514	gene	1359				
PL25_00514	CDS	1359				IS1182 family transposase IS662
PL25_00515	gene	1359				
PL25_00515	CDS	1359				IS1182 family transposase IS662
PL25_00516	gene	483	ylbP			
PL25_00516	CDS	483	ylbP	2.3.1.-	COG0454	putative N-acetyltransferase YlbP
PL25_00517	gene	381				
PL25_00517	CDS	381				hypothetical protein
PL25_00518	gene	1620	bshC			
PL25_00518	CDS	1620	bshC	6.-.-.-	COG4365	Putative cysteine ligase BshC
PL25_00519	gene	432	mraZ			
PL25_00519	CDS	432	mraZ		COG2001	Transcriptional regulator MraZ
PL25_00520	gene	990	rsmH			
PL25_00520	CDS	990	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
PL25_00521	gene	375	ftsL			
PL25_00521	CDS	375	ftsL			Cell division protein FtsL
PL25_00522	gene	2223	pbpB			
PL25_00522	CDS	2223	pbpB	3.4.16.4	COG0768	Penicillin-binding protein 2B
PL25_00523	gene	1932	spoVD			
PL25_00523	CDS	1932	spoVD	3.4.16.4	COG0768	Stage V sporulation protein D
PL25_00524	gene	1467	murE_1			
PL25_00524	CDS	1467	murE_1	6.3.2.13		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
PL25_00525	gene	1362	murF			
PL25_00525	CDS	1362	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
PL25_00526	gene	987	mraY			
PL25_00526	CDS	987	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
PL25_00527	gene	1350	murD			
PL25_00527	CDS	1350	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
PL25_00528	gene	1113	spoVE_2			
PL25_00528	CDS	1113	spoVE_2		COG0772	Stage V sporulation protein E
PL25_00529	gene	840	divIB			
PL25_00529	CDS	840	divIB		COG1589	Cell division protein DivIB
PL25_00530	gene	1281	ftsA_1			
PL25_00530	CDS	1281	ftsA_1		COG0849	Cell division protein FtsA
PL25_00531	gene	1155	ftsZ			
PL25_00531	CDS	1155	ftsZ		COG0206	Cell division protein FtsZ
PL25_00532	gene	90				
PL25_00532	CDS	90				hypothetical protein
PL25_00533	gene	921	spoIIGA			
PL25_00533	CDS	921	spoIIGA	3.4.23.-		Sporulation sigma-E factor-processing peptidase
PL25_00534	gene	720	sigE_1			
PL25_00534	CDS	720	sigE_1		COG1191	RNA polymerase sigma-E factor
PL25_00535	gene	786	sigG			
PL25_00535	CDS	786	sigG		COG1191	RNA polymerase sigma-G factor
PL25_00536	gene	279	ylmC			
PL25_00536	CDS	279	ylmC		COG1873	putative sporulation protein YlmC
PL25_00537	gene	810	ylmD			
PL25_00537	CDS	810	ylmD	2.4.2.1		Purine nucleoside phosphorylase YlmD
PL25_00538	gene	669				
PL25_00538	CDS	669			COG0325	Pyridoxal phosphate homeostasis protein
PL25_00539	gene	432	sepF			
PL25_00539	CDS	432	sepF		COG1799	Cell division protein SepF
PL25_00540	gene	267				
PL25_00540	CDS	267				hypothetical protein
PL25_00541	gene	777	rqcP2			
PL25_00541	CDS	777	rqcP2		COG2302	Ribosome-associated protein quality control protein P2
PL25_00542	gene	504	divIVA			
PL25_00542	CDS	504	divIVA		COG3599	Septum site-determining protein DivIVA
PL25_00543	gene	219				
PL25_00543	misc_RNA	219				T-box
PL25_00544	gene	2751	ileS			
PL25_00544	CDS	2751	ileS			isoleucine--tRNA ligase IleS
PL25_00545	gene	990				
PL25_00545	CDS	990				hypothetical protein
PL25_00546	gene	987				
PL25_00546	CDS	987				hypothetical protein
PL25_00547	gene	795	uup_1			
PL25_00547	CDS	795	uup_1	3.6.1.-		ATP-binding protein Uup
PL25_00548	gene	1347				
PL25_00548	CDS	1347			COG3385	IS4 family transposase ISHaha1
PL25_00549	gene	471	lspA			
PL25_00549	CDS	471	lspA	3.4.23.36		Lipoprotein signal peptidase
PL25_00550	gene	912	rluD_1			
PL25_00550	CDS	912	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
PL25_00551	gene	103				
PL25_00551	misc_RNA	103				PyrR
PL25_00552	gene	546	pyrR			
PL25_00552	CDS	546	pyrR			Bifunctional protein PyrR
PL25_00553	gene	930	pyrB			
PL25_00553	CDS	930	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
PL25_00554	gene	1281	pyrC			
PL25_00554	CDS	1281	pyrC	3.5.2.3		Dihydroorotase
PL25_00555	gene	1095	pyrAA			
PL25_00555	CDS	1095	pyrAA	6.3.5.5	COG0505	Carbamoyl phosphate synthase pyrimidine-specific small chain
PL25_00556	gene	3201	pyrAB			
PL25_00556	CDS	3201	pyrAB	6.3.4.16	COG0458	Carbamoyl phosphate synthase pyrimidine-specific large chain
PL25_00557	gene	759	pyrK			
PL25_00557	CDS	759	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
PL25_00558	gene	912	pyrD			
PL25_00558	CDS	912	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
PL25_00559	gene	711	pyrF			
PL25_00559	CDS	711	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
PL25_00560	gene	642	pyrE_1			
PL25_00560	CDS	642	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
PL25_00561	gene	765	ycgJ			
PL25_00561	CDS	765	ycgJ	2.1.1.-	COG2226	putative methyltransferase YcgJ
PL25_00562	gene	861	argP			
PL25_00562	CDS	861	argP			HTH-type transcriptional regulator ArgP
PL25_00563	gene	420	ohrB			
PL25_00563	CDS	420	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
PL25_00564	gene	1704	rqcH			
PL25_00564	CDS	1704	rqcH		COG1293	Rqc2 RqcH
PL25_00565	gene	2655	yloB			
PL25_00565	CDS	2655	yloB	7.2.2.10	COG0474	Calcium-transporting ATPase
PL25_00566	gene	888	yloC			
PL25_00566	CDS	888	yloC	3.1.26.-	COG1561	Endoribonuclease YloC
PL25_00567	gene	264	remA			
PL25_00567	CDS	264	remA		COG2052	Extracellular matrix regulatory protein A
PL25_00568	gene	618	gmk			
PL25_00568	CDS	618	gmk	2.7.4.8		Guanylate kinase
PL25_00569	gene	204	rpoZ			
PL25_00569	CDS	204	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
PL25_00570	gene	1212	undec1A			
PL25_00570	CDS	1212	undec1A	4.1.1.-		Cysteine/Cysteine sulfinic acid decarboxylase
PL25_00571	gene	2409	priA			
PL25_00571	CDS	2409	priA	5.6.2.4	COG1198	Replication restart protein PriA
PL25_00572	gene	945	fmt			
PL25_00572	CDS	945	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
PL25_00573	gene	1356	rsmB			
PL25_00573	CDS	1356	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
PL25_00574	gene	762	prpC			
PL25_00574	CDS	762	prpC	3.1.3.16	COG0631	Protein phosphatase PrpC
PL25_00575	gene	2034	prkC_1			
